amenity_type,lat,lon
bus_stop,52.3622945,4.9440924
bus_stop,52.3647919,4.9474984
bus_stop,52.3976988,4.937307
bus_stop,52.4026375,4.9117921
bus_stop,52.3968599,4.940155
bus_stop,52.3480481,4.9286491
bus_stop,52.4026588,4.9114032
bus_stop,52.3649335,4.9478901
bus_stop,52.3621253,4.9433977
bus_stop,52.361081,4.9297718
bus_stop,52.3598956,4.9249227
bus_stop,52.3598017,4.9254997
bus_stop,52.357015,4.9272548
bus_stop,52.3535798,4.9308962
bus_stop,52.350741,4.9354267
bus_stop,52.3980538,4.931794
bus_stop,52.3615581,4.9388327
bus_stop,52.3884921,4.9050225
bus_stop,52.3886648,4.9051472
bus_stop,52.3574304,4.9268761
bus_stop,52.3601299,4.9256886
bus_stop,52.3946984,4.8740204
bus_stop,52.3946766,4.8731384
bus_stop,52.3510521,4.9347764
bus_stop,52.3479125,4.9398574
bus_stop,52.3768178,4.9373845
bus_stop,52.3766104,4.9372894
bus_stop,52.3491031,4.8275351
bus_stop,52.3492325,4.8274094
bus_stop,52.3824177,4.805752
bus_stop,52.3822879,4.7988949
bus_stop,52.3760109,4.7976484
bus_stop,52.3462882,4.8232401
bus_stop,52.3763511,4.7975693
bus_stop,52.3787684,4.7978782
bus_stop,52.3820689,4.7977235
bus_stop,52.3428639,4.8963365
bus_stop,52.336909,4.8906652
bus_stop,52.3429593,4.8683401
bus_stop,52.3421194,4.8681759
bus_stop,52.3543863,4.7746009
bus_stop,52.3576324,4.8267604
bus_stop,52.3579403,4.8277363
bus_stop,52.3446485,4.9010389
bus_stop,52.3764657,4.8134638
bus_stop,52.3615939,4.8532169
bus_stop,52.3673843,4.8523338
bus_stop,52.3709804,4.8554859
bus_stop,52.3717986,4.8593962
bus_stop,52.3533517,4.8949176
bus_stop,52.3550281,4.9010451
bus_stop,52.3993161,4.9446394
bus_stop,52.399626,4.944334
bus_stop,52.3994425,4.9396
bus_stop,52.3706325,4.9161676
bus_stop,52.3707704,4.9160979
bus_stop,52.3851138,4.8837177
bus_stop,52.3916833,4.8486769
bus_stop,52.3919441,4.840034
bus_stop,52.3920791,4.8482411
bus_stop,52.38936,4.8795005
bus_stop,52.3888618,4.8797712
bus_stop,52.3852587,4.8814145
bus_stop,52.3853766,4.8815551
bus_stop,52.3831132,4.888033
bus_stop,52.3833019,4.8878662
bus_stop,52.3267495,4.8575549
bus_stop,52.3675135,4.9309207
bus_stop,52.3674205,4.9315684
bus_stop,52.3678309,4.9243299
bus_stop,52.3694102,4.91969
bus_stop,52.3695716,4.9195735
bus_stop,52.381499,4.8915109
bus_stop,52.3816704,4.8913321
bus_stop,52.3800943,4.8995252
bus_stop,52.3321637,4.8762406
bus_stop,52.3277469,4.8621665
bus_stop,52.3236396,4.8658611
bus_stop,52.336607,4.8731017
bus_stop,52.3824888,4.8041827
bus_stop,52.3756514,4.8669501
bus_stop,52.3757766,4.8666335
bus_stop,52.3646442,4.8786728
bus_stop,52.3790264,4.8753531
bus_stop,52.3594955,4.8033998
bus_stop,52.3590614,4.8030538
bus_stop,52.3615109,4.8272952
bus_stop,52.3607934,4.8270243
bus_stop,52.3640643,4.8291303
bus_stop,52.3639702,4.8300718
bus_stop,52.3643473,4.852512
bus_stop,52.3813657,4.8711756
bus_stop,52.381245,4.8709961
bus_stop,52.3796916,4.8717576
bus_stop,52.3795104,4.8716153
bus_stop,52.3833639,4.8704403
bus_stop,52.383325,4.8702655
bus_stop,52.3516259,4.8387517
bus_stop,52.3580015,4.8923116
bus_stop,52.3579123,4.8918918
bus_stop,52.3603501,4.8866072
bus_stop,52.3797949,4.900341
bus_stop,52.3797838,4.9008618
bus_stop,52.328188,4.8691201
bus_stop,52.3273274,4.8686639
bus_stop,52.3281005,4.8829779
bus_stop,52.407926,4.9178565
bus_stop,52.3796597,4.9007132
bus_stop,52.379452,4.9012879
bus_stop,52.3800419,4.9001527
bus_stop,52.3773744,4.9135876
bus_stop,52.3750994,4.931079
bus_stop,52.3738969,4.9376819
bus_stop,52.3750559,4.930669
bus_stop,52.3760501,4.9226766
bus_stop,52.3802528,4.8995602
bus_stop,52.3515527,4.8501987
bus_stop,52.3551861,4.8501831
bus_stop,52.3554081,4.8504758
bus_stop,52.3763393,4.8470069
bus_stop,52.3625755,4.8806669
bus_stop,52.3881461,4.838766
bus_stop,52.38804,4.838777
bus_stop,52.3871817,4.8388942
bus_stop,52.3929593,4.912674
bus_stop,52.3930025,4.9127514
bus_stop,52.3745103,4.9044762
bus_stop,52.3967317,4.9401432
bus_stop,52.3529135,4.8695291
bus_stop,52.3559967,4.8796094
bus_stop,52.3697306,4.8774469
bus_stop,52.3681136,4.8784415
bus_stop,52.351202,4.8557315
bus_stop,52.3512456,4.8567595
bus_stop,52.3510129,4.7951253
bus_stop,52.3321875,4.7779866
bus_stop,52.3105216,4.9464684
bus_stop,52.3720523,4.8594962
bus_stop,52.3891842,4.9192598
bus_stop,52.4014586,4.9057855
bus_stop,52.3131177,4.8565738
bus_stop,52.3813066,4.8808595
bus_stop,52.3817102,4.8812594
bus_stop,52.3833015,4.9057302
bus_stop,52.3113329,4.9474683
bus_stop,52.3901067,4.8333097
bus_stop,52.3928606,4.8698435
bus_stop,52.3929294,4.8701911
bus_stop,52.3132369,4.8624143
bus_stop,52.3132689,4.8624144
bus_stop,52.3355766,4.7797529
bus_stop,52.3408963,4.8725941
bus_stop,52.3406799,4.8727877
bus_stop,52.3114661,4.8115816
bus_stop,52.3115774,4.8118218
bus_stop,52.3897281,4.8387809
bus_stop,52.3896954,4.838782
bus_stop,52.4023517,4.9317508
bus_stop,52.4023932,4.9318046
bus_stop,52.4024348,4.9318584
bus_stop,52.4024763,4.9319122
bus_stop,52.4025178,4.9319661
bus_stop,52.4025594,4.9320199
bus_stop,52.4026009,4.9320737
bus_stop,52.4026424,4.9321275
bus_stop,52.4020525,4.9334458
bus_stop,52.4020117,4.9333928
bus_stop,52.4019703,4.9333393
bus_stop,52.401929,4.9332857
bus_stop,52.4018876,4.9332322
bus_stop,52.4018462,4.9331786
bus_stop,52.4018049,4.9331251
bus_stop,52.4017635,4.9330715
bus_stop,52.375407,4.8206285
bus_stop,52.374451,4.82679
bus_stop,52.3804244,4.8274905
bus_stop,52.3807647,4.8258181
bus_stop,52.3772975,4.819644
bus_stop,52.3766564,4.819506
bus_stop,52.381208,4.8225168
bus_stop,52.3808384,4.821134
bus_stop,52.3816383,4.8204351
bus_stop,52.3787285,4.8382971
bus_stop,52.3789861,4.8372106
bus_stop,52.3795297,4.8332272
bus_stop,52.3799067,4.8312813
bus_stop,52.3347008,4.8572338
bus_stop,52.335116,4.8662746
bus_stop,52.3349664,4.8673782
bus_stop,52.3384212,4.857223
bus_stop,52.3405991,4.8575376
bus_stop,52.334914,4.8575161
bus_stop,52.3351181,4.8611175
bus_stop,52.3390935,4.858751
bus_stop,52.3352138,4.8600598
bus_stop,52.3438535,4.8570004
bus_stop,52.3440223,4.8568042
bus_stop,52.3415928,4.8577955
bus_stop,52.345237,4.8586482
bus_stop,52.3452854,4.8583317
bus_stop,52.3463224,4.8658439
bus_stop,52.3463493,4.86665
bus_stop,52.3431077,4.8768182
bus_stop,52.3426122,4.8767388
bus_stop,52.3466735,4.8769021
bus_stop,52.3468504,4.8762753
bus_stop,52.3471486,4.8768559
bus_stop,52.3466711,4.8720166
bus_stop,52.3467929,4.8730287
bus_stop,52.3466759,4.9193985
bus_stop,52.3468138,4.919441
bus_stop,52.347133,4.9109862
bus_stop,52.3470823,4.9111659
bus_stop,52.3462581,4.9190923
bus_stop,52.3462264,4.9189547
bus_stop,52.346246,4.9187592
bus_stop,52.3461738,4.9187173
bus_stop,52.3461569,4.918641
bus_stop,52.3461403,4.9185659
bus_stop,52.3461235,4.9184899
bus_stop,52.3461087,4.9184282
bus_stop,52.3370371,4.8909387
bus_stop,52.3402322,4.8921667
bus_stop,52.3404311,4.8923183
bus_stop,52.3444195,4.9006229
bus_stop,52.343121,4.8968287
bus_stop,52.3419413,4.8930079
bus_stop,52.3464044,4.9063597
bus_stop,52.3463845,4.9056648
bus_stop,52.346584,4.9050704
bus_stop,52.3467781,4.905099
bus_stop,52.3858511,4.8931946
bus_stop,52.3716333,4.8381029
bus_stop,52.3706858,4.850012
bus_stop,52.3670002,4.8526276
bus_stop,52.3733347,4.8486161
bus_stop,52.3729798,4.8486968
bus_stop,52.378096,4.8470342
bus_stop,52.3802038,4.8537375
bus_stop,52.3789596,4.8509033
bus_stop,52.3790087,4.8515052
bus_stop,52.3694587,4.8920866
bus_stop,52.3697177,4.892305
bus_stop,52.3735426,4.8936043
bus_stop,52.3748552,4.8954037
bus_stop,52.3768076,4.8947147
bus_stop,52.3768607,4.8946168
bus_stop,52.3739904,4.8843324
bus_stop,52.3740822,4.8837761
bus_stop,52.3720373,4.8752884
bus_stop,52.3723561,4.8763286
bus_stop,52.3718262,4.8759754
bus_stop,52.3515505,4.8456085
bus_stop,52.3516082,4.845011
bus_stop,52.3515185,4.8416418
bus_stop,52.352025,4.8504487
bus_stop,52.3546713,4.9008751
bus_stop,52.3549659,4.9015662
bus_stop,52.3545836,4.9014661
bus_stop,52.3632351,4.8750109
bus_stop,52.3630036,4.8750531
bus_stop,52.3631629,4.8809054
bus_stop,52.3580241,4.8521786
bus_stop,52.3647724,4.8532097
bus_stop,52.3638543,4.8531209
bus_stop,52.3647842,4.8591821
bus_stop,52.3617303,4.8533241
bus_stop,52.3648041,4.8586029
bus_stop,52.3111699,4.9476139
bus_stop,52.3514523,4.9033465
bus_stop,52.3517697,4.9031286
bus_stop,52.3487294,4.9043666
bus_stop,52.3494066,4.9040188
bus_stop,52.3785972,4.8754335
bus_stop,52.3784869,4.8752389
bus_stop,52.3670897,4.8723249
bus_stop,52.3791787,4.9025297
bus_stop,52.3802068,4.8992005
bus_stop,52.3795826,4.9014058
bus_stop,52.3793592,4.9020227
bus_stop,52.3791732,4.9020529
bus_stop,52.3112615,4.9475277
bus_stop,52.3112176,4.9475708
bus_stop,52.3111285,4.9476788
bus_stop,52.3549493,4.9119606
bus_stop,52.3556349,4.9111003
bus_stop,52.3114814,4.9473256
bus_stop,52.3113877,4.9474084
bus_stop,52.3114329,4.9473672
bus_stop,52.3686934,4.9048316
bus_stop,52.3115933,4.947228
bus_stop,52.3116337,4.9471091
bus_stop,52.340699,4.8737158
bus_stop,52.3409581,4.8735724
bus_stop,52.4040569,4.8948129
bus_stop,52.3771614,4.9140507
bus_stop,52.4062848,4.8928497
bus_stop,52.4073401,4.8918662
bus_stop,52.3567187,4.8347455
bus_stop,52.3892859,4.919378
bus_stop,52.3589959,4.8988626
bus_stop,52.3599256,4.8991138
bus_stop,52.361724,4.9405104
bus_stop,52.3610405,4.9337068
bus_stop,52.3647651,4.9476121
bus_stop,52.3602514,4.9250583
bus_stop,52.3533948,4.9310243
bus_stop,52.3667311,4.9109681
bus_stop,52.3652358,4.9152926
bus_stop,52.3662755,4.8964231
bus_stop,52.3662109,4.896817
bus_stop,52.3671599,4.9022613
bus_stop,52.3670031,4.901957
bus_stop,52.363416,4.919601
bus_stop,52.3635251,4.9193741
bus_stop,52.3621902,4.9237859
bus_stop,52.3638366,4.8983492
bus_stop,52.3637865,4.8982641
bus_stop,52.3532048,4.8701553
bus_stop,52.3555241,4.878497
bus_stop,52.3563986,4.8797803
bus_stop,52.3567008,4.8796715
bus_stop,52.3526244,4.8820922
bus_stop,52.3532908,4.8819437
bus_stop,52.3227319,4.7934307
bus_stop,52.3229053,4.7933952
bus_stop,52.3227435,4.793212
bus_stop,52.3225549,4.7931744
bus_stop,52.3225698,4.7929743
bus_stop,52.3224078,4.7929465
bus_stop,52.3221767,4.792677
bus_stop,52.3224018,4.7927414
bus_stop,52.3233105,4.8001488
bus_stop,52.3231922,4.7996946
bus_stop,52.3354879,4.8144556
bus_stop,52.3353605,4.8138497
bus_stop,52.3885531,4.8384978
bus_stop,52.3488172,4.8772355
bus_stop,52.3221145,4.8694103
bus_stop,52.3218391,4.86887
bus_stop,52.3492265,4.8773344
bus_stop,52.3708432,4.8551111
bus_stop,52.3446092,4.901312
bus_stop,52.3466815,4.8250784
bus_stop,52.3467087,4.8242498
bus_stop,52.3773945,4.8784653
bus_stop,52.3744444,4.8765619
bus_stop,52.3725586,4.8758061
bus_stop,52.3788063,4.8794201
bus_stop,52.3665445,4.9113107
bus_stop,52.3621859,4.8989915
bus_stop,52.362016,4.8989467
bus_stop,52.3647478,4.8806582
bus_stop,52.3788767,4.8569952
bus_stop,52.3751367,4.8585133
bus_stop,52.377353,4.8576973
bus_stop,52.3802851,4.8552543
bus_stop,52.3735429,4.8323377
bus_stop,52.3321577,4.8818362
bus_stop,52.332164,4.8884002
bus_stop,52.3343482,4.8875684
bus_stop,52.3275917,4.867509
bus_stop,52.3249807,4.8597418
bus_stop,52.3365992,4.8699009
bus_stop,52.3123867,4.8469593
bus_stop,52.3154608,4.8494357
bus_stop,52.3154485,4.8536299
bus_stop,52.3111128,4.8631989
bus_stop,52.3113256,4.856796
bus_stop,52.3111712,4.8565115
bus_stop,52.3162837,4.8571535
bus_stop,52.3161862,4.8568608
bus_stop,52.3224717,4.8575843
bus_stop,52.3224021,4.857409
bus_stop,52.3270089,4.857364
bus_stop,52.3603539,4.8052256
bus_stop,52.3449218,4.8125247
bus_stop,52.4025685,4.9326603
bus_stop,52.3351375,4.8698051
bus_stop,52.3347019,4.8691117
bus_stop,52.3344845,4.8685956
bus_stop,52.3348707,4.8839045
bus_stop,52.3735765,4.8915153
bus_stop,52.363102,4.8046577
bus_stop,52.3662374,4.89311
bus_stop,52.3714631,4.8603092
bus_stop,52.3714041,4.8602801
bus_stop,52.3289695,4.931068
bus_stop,52.3341889,4.92265
bus_stop,52.3579317,4.9003652
bus_stop,52.3619137,4.9076941
bus_stop,52.3744132,4.8913339
bus_stop,52.3498504,4.8914503
bus_stop,52.3746311,4.8916614
bus_stop,52.3586651,4.8809124
bus_stop,52.3392954,4.8688637
bus_stop,52.3316585,4.8690908
bus_stop,52.3165665,4.8705954
bus_stop,52.3574694,4.8551663
bus_stop,52.3549692,4.8553511
bus_stop,52.3549726,4.8553753
bus_stop,52.3552326,4.8553437
bus_stop,52.3983147,4.9076309
bus_stop,52.3453007,4.7696205
bus_stop,52.3452719,4.7694692
bus_stop,52.378237,4.9073104
bus_stop,52.3766486,4.8064896
bus_stop,52.3368646,4.890456
bus_stop,52.3788168,4.8793051
bus_stop,52.3400358,4.8124514
bus_stop,52.3400583,4.8120317
bus_stop,52.3316883,4.8575398
bus_stop,52.3306251,4.8573235
bus_stop,52.3765236,4.9206411
bus_stop,52.3956673,4.9311597
bus_stop,52.3354112,4.8136412
bus_stop,52.3369246,4.8569144
bus_stop,52.3589695,4.8811939
bus_stop,52.3731426,4.8900774
bus_stop,52.3900014,4.925086
bus_stop,52.3898479,4.9248966
bus_stop,52.3945084,4.8762761
bus_stop,52.3946033,4.8757692
bus_stop,52.3756865,4.8180136
bus_stop,52.3659377,4.886468
bus_stop,52.3659911,4.8864145
bus_stop,52.3650422,4.8844151
bus_stop,52.3817103,4.7901261
bus_stop,52.3814929,4.7911414
bus_stop,52.3517881,4.8565915
bus_stop,52.3885589,4.8383068
bus_stop,52.3833927,4.9059467
bus_stop,52.3881116,4.9246337
bus_stop,52.3968086,4.9403145
bus_stop,52.3586351,4.8907278
tram_stop,52.3580481,4.8521827
tram_stop,52.3635043,4.9193627
tram_stop,52.3679611,4.9053602
tram_stop,52.3813125,4.8792047
tram_stop,52.388084,4.8851416
tram_stop,52.3844185,4.8749198
tram_stop,52.3735332,4.8936441
tram_stop,52.3609314,4.9289422
tram_stop,52.3531224,4.8820871
tram_stop,52.3566951,4.8796377
tram_stop,52.3785888,4.8791909
tram_stop,52.3789376,4.8794559
tram_stop,52.3784783,4.875268
tram_stop,52.3750097,4.8729548
tram_stop,52.3742987,4.872531
tram_stop,52.3659142,4.9324956
tram_stop,52.3659161,4.927204
tram_stop,52.3669934,4.9019846
tram_stop,52.3609734,4.887104
tram_stop,52.3730125,4.9348277
tram_stop,52.3515256,4.8501741
tram_stop,52.3511681,4.8495922
tram_stop,52.3514907,4.8342872
tram_stop,52.3466865,4.8242594
tram_stop,52.3426151,4.8767774
tram_stop,52.3402318,4.8921974
tram_stop,52.3492152,4.8575492
tram_stop,52.3560193,4.8795995
tram_stop,52.3464422,4.8156883
tram_stop,52.3463857,4.8110474
tram_stop,52.3449284,4.8036706
tram_stop,52.3450454,4.8041222
tram_stop,52.3772063,4.9134308
tram_stop,52.3579358,4.8401257
tram_stop,52.3578798,4.834559
tram_stop,52.3647729,4.8531786
tram_stop,52.3565093,4.8107529
tram_stop,52.3580728,4.8509943
tram_stop,52.3515685,4.8456281
tram_stop,52.3560251,4.870782
tram_stop,52.358854,4.8812446
tram_stop,52.3382112,4.8686658
tram_stop,52.3153498,4.8552783
tram_stop,52.3694262,4.8446631
tram_stop,52.377278,4.8029137
tram_stop,52.3432024,4.9474911
tram_stop,52.3591171,4.8032265
tram_stop,52.3279919,4.8565436
tram_stop,52.3352796,4.8544501
tram_stop,52.3411779,4.8524016
tram_stop,52.3710541,4.8708148
tram_stop,52.3768181,4.9373469
tram_stop,52.3766133,4.9373223
tram_stop,52.3467738,4.8730291
tram_stop,52.3468693,4.8762769
tram_stop,52.3488198,4.8771911
tram_stop,52.3492157,4.877365
tram_stop,52.3408227,4.8739688
tram_stop,52.3681426,4.9263002
tram_stop,52.3248927,4.8689671
tram_stop,52.3219431,4.8690693
tram_stop,52.3732299,4.9334664
tram_stop,52.3463018,4.8658574
tram_stop,52.3638329,4.8983188
tram_stop,52.3599361,4.8990837
tram_stop,52.3575783,4.8994017
tram_stop,52.3446536,4.9011051
tram_stop,52.3444211,4.9005615
tram_stop,52.3428638,4.8962714
tram_stop,52.343118,4.896873
tram_stop,52.341925,4.8930007
tram_stop,52.3369049,4.8905473
tram_stop,52.3546903,4.9008616
tram_stop,52.3549446,4.9015849
tram_stop,52.3668676,4.9248123
tram_stop,52.3700769,4.9293975
tram_stop,52.359326,4.8077454
tram_stop,52.3650035,4.8843839
tram_stop,52.3659309,4.8863435
tram_stop,52.3452652,4.8583402
tram_stop,52.3778942,4.9003819
tram_stop,52.3778507,4.9009769
tram_stop,52.3610021,4.9071213
tram_stop,52.3614042,4.9091584
tram_stop,52.3572865,4.9093615
tram_stop,52.3612127,4.9328494
tram_stop,52.3471106,4.9109989
tram_stop,52.3468171,4.9003351
tram_stop,52.3465631,4.8997164
tram_stop,52.3472646,4.8915256
tram_stop,52.3828002,4.8508513
tram_stop,52.3811188,4.8539004
tram_stop,52.3788687,4.8569721
tram_stop,52.3773555,4.8577243
tram_stop,52.3751323,4.8584711
tram_stop,52.3743002,4.8586427
tram_stop,52.371502,4.8600128
tram_stop,52.3706925,4.8636349
tram_stop,52.3735665,4.9388456
tram_stop,52.3638735,4.9192366
tram_stop,52.3623479,4.9135923
tram_stop,52.3595051,4.8921024
tram_stop,52.3773658,4.8784155
tram_stop,52.3832175,4.8770204
tram_stop,52.3842644,4.8698541
tram_stop,52.3507313,4.935404
tram_stop,52.353568,4.9308725
tram_stop,52.3570067,4.9272293
tram_stop,52.3601162,4.9257029
tram_stop,52.3597959,4.92547
tram_stop,52.3667187,4.910955
tram_stop,52.3647569,4.9476342
tram_stop,52.3622746,4.9441018
tram_stop,52.3617259,4.9401785
tram_stop,52.3590732,4.9167422
tram_stop,52.3744231,4.8912853
tram_stop,52.381394,4.8809562
tram_stop,52.3537327,4.7747567
tram_stop,52.352828,4.7770976
tram_stop,52.3501979,4.7836582
tram_stop,52.3498075,4.7888748
tram_stop,52.3510417,4.7951129
tram_stop,52.3525411,4.8025242
tram_stop,52.3539266,4.8090899
tram_stop,52.3564413,4.7913
tram_stop,52.3579858,4.7990044
tram_stop,52.3617312,4.8532957
tram_stop,52.3648019,4.8591799
tram_stop,52.3654149,4.8653608
tram_stop,52.365525,4.8656566
tram_stop,52.3671317,4.8717586
tram_stop,52.3590503,4.8603541
tram_stop,52.3588447,4.8596776
tram_stop,52.3772617,4.8033914
tram_stop,52.3768507,4.8071867
tram_stop,52.3763846,4.8119642
tram_stop,52.3758565,4.8176034
tram_stop,52.3743645,4.8277027
tram_stop,52.3744723,4.8268013
tram_stop,52.3730297,4.8359077
tram_stop,52.3716278,4.8381341
tram_stop,52.3695968,4.8384594
tram_stop,52.3701459,4.8507957
tram_stop,52.3709604,4.8554942
tram_stop,52.3750672,4.8187509
tram_stop,52.3733319,4.8485891
tram_stop,52.3727319,4.891245
tram_stop,52.3735587,4.8913489
tram_stop,52.3573493,4.9097221
tram_stop,52.3533345,4.8949263
tram_stop,52.338422,4.8572486
tram_stop,52.3382323,4.857301
tram_stop,52.3416051,4.8577457
tram_stop,52.3405984,4.8575721
tram_stop,52.3440249,4.8568368
tram_stop,52.3529363,4.8695155
tram_stop,52.3695272,4.8775579
tram_stop,52.3479273,4.9398853
tram_stop,52.3771934,4.8464234
tram_stop,52.3491038,4.8275024
tram_stop,52.3777823,4.8449335
tram_stop,52.349218,4.8274406
tram_stop,52.3798913,4.8312794
tram_stop,52.3787581,4.8382938
tram_stop,52.3808373,4.8211591
tram_stop,52.378963,4.8372054
tram_stop,52.3726515,4.8759027
tram_stop,52.3723364,4.8763385
tram_stop,52.3812253,4.8225241
tram_stop,52.3681689,4.8784804
tram_stop,52.38075,4.8258104
tram_stop,52.368541,4.8768971
tram_stop,52.3804505,4.8275036
tram_stop,52.3795507,4.8332396
tram_stop,52.3351977,4.8600614
tram_stop,52.3351485,4.8611177
tram_stop,52.3740565,4.8837739
tram_stop,52.3559245,4.8791804
tram_stop,52.3563875,4.8798146
tram_stop,52.3438468,4.8569523
tram_stop,52.3740143,4.8843359
tram_stop,52.3512422,4.856734
tram_stop,52.3516183,4.8569532
tram_stop,52.3531926,4.870169
tram_stop,52.3519533,4.8582793
tram_stop,52.3517583,4.8564723
tram_stop,52.3768269,4.8946766
tram_stop,52.3768464,4.8946435
tram_stop,52.3515095,4.8337504
tram_stop,52.3760656,4.9220599
tram_stop,52.3464822,4.816387
tram_stop,52.3524376,4.8018381
tram_stop,52.3579573,4.8397482
tram_stop,52.3463657,4.9056743
tram_stop,52.3467733,4.905072
tram_stop,52.358335,4.9134821
tram_stop,52.3708621,4.8551084
tram_stop,52.3352308,4.8659833
tram_stop,52.3712485,4.8705518
tram_stop,52.3728657,4.8186098
tram_stop,52.34941,4.904043
tram_stop,52.3617404,4.9405051
tram_stop,52.3634456,4.883062
tram_stop,52.3605256,4.8666219
tram_stop,52.3515418,4.8416382
tram_stop,52.351558,4.83976
tram_stop,52.3646155,4.8807936
tram_stop,52.3766604,4.8194571
tram_stop,52.338012,4.8687238
tram_stop,52.332589,4.8688694
tram_stop,52.3555825,4.7870176
tram_stop,52.3554481,4.7864929
tram_stop,52.3531821,4.8633455
tram_stop,52.3532989,4.8636337
tram_stop,52.3530108,4.776554
tram_stop,52.3504489,4.7829483
tram_stop,52.3611749,4.9336328
tram_stop,52.3879696,4.8392172
tram_stop,52.3673632,4.8725518
tram_stop,52.3742782,4.8763837
tram_stop,52.3670831,4.8722954
tram_stop,52.3778058,4.9003434
tram_stop,52.3778505,4.9003629
tram_stop,52.3803006,4.8552771
tram_stop,52.3820439,4.8522251
tram_stop,52.3748676,4.8953791
tram_stop,52.3694572,4.8921252
tram_stop,52.3697221,4.892274
tram_stop,52.3662601,4.8964238
tram_stop,52.3671715,4.9022284
tram_stop,52.3677535,4.9058474
tram_stop,52.3665623,4.9113237
tram_stop,52.3637916,4.8982915
tram_stop,52.3590024,4.8989049
tram_stop,52.3550346,4.9010669
tram_stop,52.3514501,4.90332
tram_stop,52.3465873,4.9051006
tram_stop,52.3487259,4.9043407
tram_stop,52.3651045,4.9155317
tram_stop,52.3634343,4.9196097
tram_stop,52.3652225,4.9152768
tram_stop,52.3621936,4.9238286
tram_stop,52.361616,4.9241559
tram_stop,52.360259,4.9250867
tram_stop,52.3574383,4.9269018
tram_stop,52.351066,4.934801
tram_stop,52.3476135,4.9404536
tram_stop,52.3428971,4.9478959
tram_stop,52.3772761,4.912547
tram_stop,52.3729896,4.9340409
tram_stop,52.368085,4.8889206
tram_stop,52.3761672,4.9211099
tram_stop,52.3744189,4.876516
tram_stop,52.3858873,4.8460808
tram_stop,52.3640547,4.9385662
tram_stop,52.3641725,4.9382411
tram_stop,52.3734596,4.9381702
tram_stop,52.3723569,4.8906536
tram_stop,52.3662292,4.8968199
tram_stop,52.3718196,4.875944
tram_stop,52.3720538,4.8752838
tram_stop,52.3545776,4.9014422
tram_stop,52.341887,4.893324
tram_stop,52.3404324,4.8922816
tram_stop,52.3369161,4.8906393
tram_stop,52.3362207,4.889801
tram_stop,52.3471037,4.9111583
tram_stop,52.3704336,4.8641598
tram_stop,52.3713902,4.8604577
tram_stop,52.3674579,4.8719933
tram_stop,52.3708243,4.8698359
tram_stop,52.3527058,4.8905961
tram_stop,52.3630125,4.8750893
tram_stop,52.363227,4.8749794
tram_stop,52.3474774,4.8911566
tram_stop,52.3584538,4.878318
tram_stop,52.3587793,4.8781266
tram_stop,52.3464278,4.9063478
tram_stop,52.3509515,4.7944986
tram_stop,52.3496994,4.7881565
tram_stop,52.3577873,4.8262383
tram_stop,52.3578123,4.8258953
tram_stop,52.3659919,4.8865383
tram_stop,52.3642233,4.8829717
tram_stop,52.3538423,4.8084929
tram_stop,52.3538687,4.7745043
tram_stop,52.35637,4.8099119
tram_stop,52.3650457,4.8845404
tram_stop,52.3579004,4.8337835
tram_stop,52.3586176,4.8506975
tram_stop,52.3559987,4.8705851
tram_stop,52.3462812,4.8105405
tram_stop,52.346707,4.8250738
tram_stop,52.3816379,4.88118
tram_stop,52.3786007,4.8754111
tram_stop,52.3531905,4.8942153
tram_stop,52.3582391,4.9172481
tram_stop,52.3607965,4.9326128
tram_stop,52.3583909,4.9137826
tram_stop,52.3610986,4.9297575
tram_stop,52.3599165,4.9249118
tram_stop,52.346674,4.8768645
tram_stop,52.3471425,4.8768834
tram_stop,52.3431074,4.8767749
tram_stop,52.3647872,4.8586095
tram_stop,52.3729826,4.8487242
tram_stop,52.3633708,4.9185684
tram_stop,52.3594109,4.8978483
tram_stop,52.3649431,4.9478662
tram_stop,52.3621442,4.9433884
tram_stop,52.3612917,4.8863802
tram_stop,52.3683184,4.9265233
tram_stop,52.3701978,4.9295997
tram_stop,52.3666491,4.9242477
tram_stop,52.372928,4.9344011
tram_stop,52.3831444,4.877086
tram_stop,52.3810685,4.8791525
tram_stop,52.3842946,4.8751351
tram_stop,52.3694429,4.8438216
tram_stop,52.376923,4.8068137
tram_stop,52.3714269,4.8381019
tram_stop,52.3697121,4.8378389
tram_stop,52.3732337,4.8350051
tram_stop,52.3702349,4.8514871
tram_stop,52.3659034,4.9275974
tram_stop,52.3658377,4.9325945
tram_stop,52.3351971,4.8663865
tram_stop,52.3490455,4.8575004
tram_stop,52.3565018,4.7917476
tram_stop,52.3615937,4.853247
tram_stop,52.3580819,4.7995669
tram_stop,52.3595388,4.8032041
tram_stop,52.3638557,4.8531487
tram_stop,52.358636,4.8080582
tram_stop,52.346695,4.8720137
tram_stop,52.3463735,4.8666421
tram_stop,52.3452686,4.8586416
tram_stop,52.3763312,4.8469734
tram_stop,52.3669952,4.852596
tram_stop,52.3673886,4.8523612
tram_stop,52.3515947,4.8450157
tram_stop,52.3219463,4.8692108
tram_stop,52.3325889,4.86881
tram_stop,52.3248966,4.8690235
tram_stop,52.311833,4.8723724
tram_stop,52.3156718,4.855406
tram_stop,52.3352719,4.8543795
tram_stop,52.3305598,4.8560952
tram_stop,52.3218182,4.8565037
tram_stop,52.385873,4.8467105
tram_stop,52.357015,4.9272548
