amenity_type,lat,lon
bus_stop,52.3865168,4.8189602
bus_stop,52.3863024,4.8185525
bus_stop,52.3641005,4.8433593
bus_stop,52.3642028,4.8431146
bus_stop,52.3640652,4.8395892
bus_stop,52.3641594,4.8393311
bus_stop,52.3748291,4.8603012
bus_stop,52.3743017,4.8586138
bus_stop,52.3832872,4.8133853
bus_stop,52.3833922,4.8146001
bus_stop,52.3787084,4.874082
bus_stop,52.3842771,4.855383
bus_stop,52.397887,4.8752371
bus_stop,52.3849774,4.8559753
bus_stop,52.3852347,4.867524
bus_stop,52.3853986,4.8687226
bus_stop,52.3851996,4.8638702
bus_stop,52.385298,4.862217
bus_stop,52.3966737,4.9398446
bus_stop,52.3900501,4.9484065
bus_stop,52.3874488,4.9496111
bus_stop,52.3875744,4.9493481
bus_stop,52.4022469,4.9372359
bus_stop,52.394947,4.9452274
bus_stop,52.3880181,4.9230305
bus_stop,52.3944686,4.9342105
bus_stop,52.3768453,4.9023769
bus_stop,52.4011465,4.9442948
bus_stop,52.4032082,4.8980061
bus_stop,52.3570518,4.918073
bus_stop,52.3572494,4.9180989
bus_stop,52.4037332,4.9161995
bus_stop,52.3511455,4.9232245
bus_stop,52.3515329,4.9228292
bus_stop,52.3529625,4.9207917
bus_stop,52.398224,4.9445271
bus_stop,52.3531218,4.9207331
bus_stop,52.4088926,4.8954765
bus_stop,52.398269,4.944358
bus_stop,52.3981779,4.9063346
bus_stop,52.3989919,4.9061306
bus_stop,52.3844816,4.91415
bus_stop,52.3851779,4.9142573
bus_stop,52.3830252,4.913656
bus_stop,52.3831175,4.9132395
bus_stop,52.3942349,4.9023018
bus_stop,52.3943974,4.9026939
bus_stop,52.3470633,4.9388728
bus_stop,52.3492101,4.9427341
bus_stop,52.3523519,4.9480015
bus_stop,52.3588619,4.9406837
bus_stop,52.3353181,4.9460801
bus_stop,52.3357634,4.9454729
bus_stop,52.3679464,4.8007759
bus_stop,52.3689407,4.8006578
bus_stop,52.3535467,4.8095196
bus_stop,52.3538027,4.8095931
bus_stop,52.3878271,4.8218681
bus_stop,52.3879159,4.8210861
bus_stop,52.3878699,4.8284725
bus_stop,52.3879612,4.8264951
bus_stop,52.3747377,4.8014115
bus_stop,52.3749396,4.8020379
bus_stop,52.3626224,4.805842
bus_stop,52.3638374,4.8053819
bus_stop,52.3708473,4.8002458
bus_stop,52.3710997,4.800482
bus_stop,52.3317447,4.8897193
bus_stop,52.3317398,4.8902155
bus_stop,52.33401,4.889706
bus_stop,52.3350616,4.8901459
bus_stop,52.3258566,4.8903695
bus_stop,52.3259753,4.8898281
bus_stop,52.3409796,4.9016845
bus_stop,52.324819,4.8833515
bus_stop,52.3249442,4.8820476
bus_stop,52.3589821,4.7799375
bus_stop,52.3615618,4.7830642
bus_stop,52.3619494,4.7842821
bus_stop,52.3550015,4.7750998
bus_stop,52.3480252,4.9302393
bus_stop,52.3551175,4.8153732
bus_stop,52.3552495,4.8152803
bus_stop,52.3533697,4.9395009
bus_stop,52.35365,4.9397718
bus_stop,52.3610108,4.7942891
bus_stop,52.3482136,4.8819053
bus_stop,52.3482149,4.8823041
bus_stop,52.3555863,4.9397663
bus_stop,52.3557447,4.9397158
bus_stop,52.3622997,4.7876741
bus_stop,52.3624469,4.7878839
bus_stop,52.3470027,4.878222
bus_stop,52.3619606,4.7995779
bus_stop,52.3620627,4.7995184
bus_stop,52.3583318,4.7794486
bus_stop,52.3611555,4.7957155
bus_stop,52.3436084,4.8908349
bus_stop,52.344448,4.8908584
bus_stop,52.3469638,4.8896034
bus_stop,52.3474308,4.8896497
bus_stop,52.3560617,4.8225198
bus_stop,52.3562263,4.8220453
bus_stop,52.3564474,4.8213506
bus_stop,52.3565856,4.8215104
bus_stop,52.3598988,4.7811849
bus_stop,52.3744751,4.8117728
bus_stop,52.3745737,4.8120658
bus_stop,52.374771,4.805551
bus_stop,52.391765,4.7809096
bus_stop,52.3917849,4.7886171
bus_stop,52.3957522,4.7932897
bus_stop,52.3962517,4.7946348
bus_stop,52.3957447,4.7873308
bus_stop,52.3909201,4.7904644
bus_stop,52.3917736,4.7850045
bus_stop,52.3957301,4.7796847
bus_stop,52.3969726,4.7942588
bus_stop,52.3687652,4.9045019
bus_stop,52.3614526,4.9076087
bus_stop,52.3667727,4.8064084
bus_stop,52.3761234,4.8131469
bus_stop,52.3728211,4.8365013
bus_stop,52.3498594,4.7815211
bus_stop,52.3566101,4.7916851
bus_stop,52.3492366,4.7871611
bus_stop,52.3640063,4.835728
bus_stop,52.3641286,4.8353541
bus_stop,52.353,4.7737538
bus_stop,52.3517545,4.7768161
bus_stop,52.3569243,4.7975534
bus_stop,52.3278739,4.8817592
bus_stop,52.3121562,4.8719705
bus_stop,52.3114399,4.872671
bus_stop,52.3298462,4.9341046
bus_stop,52.3299003,4.9348653
bus_stop,52.3486635,4.9180588
bus_stop,52.3492402,4.9177717
bus_stop,52.3401572,4.920067
bus_stop,52.3514157,4.8353457
bus_stop,52.3515496,4.8310122
bus_stop,52.3977317,4.874896
bus_stop,52.33133,4.7792027
bus_stop,52.3403829,4.7897744
bus_stop,52.35297,4.7996979
bus_stop,52.3548692,4.827417
bus_stop,52.3999371,4.9389175
bus_stop,52.3464012,4.81666
bus_stop,52.3462342,4.8166901
bus_stop,52.3457944,4.8330767
bus_stop,52.3103407,4.9464074
bus_stop,52.3404559,4.8243653
bus_stop,52.3415884,4.8249192
bus_stop,52.3396964,4.8217086
bus_stop,52.3396833,4.8215705
bus_stop,52.4037277,4.9290089
bus_stop,52.3255716,4.7923054
bus_stop,52.3248691,4.7939007
bus_stop,52.3884194,4.8387742
bus_stop,52.3883502,4.8387487
bus_stop,52.3882401,4.8387631
bus_stop,52.38794,4.8388026
bus_stop,52.3878245,4.8388171
bus_stop,52.3602355,4.886494
bus_stop,52.3488904,4.8573242
bus_stop,52.349087,4.8572909
bus_stop,52.3490541,4.8573755
bus_stop,52.3492183,4.8576704
bus_stop,52.3210559,4.8176491
bus_stop,52.3275969,4.8152297
bus_stop,52.3305537,4.8081507
bus_stop,52.3327847,4.8028163
bus_stop,52.3338797,4.7915341
bus_stop,52.3340091,4.7915689
bus_stop,52.3363216,4.7901359
bus_stop,52.3450493,4.8829984
bus_stop,52.3450731,4.8826363
bus_stop,52.342118,4.7773482
bus_stop,52.3454406,4.779477
bus_stop,52.3453915,4.7793054
bus_stop,52.3754592,4.8007451
bus_stop,52.3752045,4.8009758
bus_stop,52.3797185,4.7980364
bus_stop,52.3318527,4.8791985
bus_stop,52.3893202,4.8364088
bus_stop,52.3914857,4.8403453
bus_stop,52.3609449,4.9289311
bus_stop,52.361743,4.9401712
